stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code,asw_node_id,asw_stop_id,zone_region_type
U866Z1P,"Vozovna Pankrác",50.057072,14.437892,"P",,0,,1,,A,866,1,1
U866Z2P,"Vozovna Pankrác",50.056896,14.437780,"P",,0,,1,,B,866,2,1
U866Z4P,"Vozovna Pankrác",50.056862,14.437825,"P",,0,,1,,D,866,4,1
U866Z6P,"Vozovna Pankrác",50.056961,14.437202,"P",,0,,1,,F,866,6,1
U867Z1P,"Vozovna Střešovice",50.093895,14.389961,"P",,0,,1,,A,867,1,1
U867Z2P,"Vozovna Střešovice",50.093571,14.389066,"P",,0,,1,,B,867,2,1
U868Z1P,"Vozovna Vokovice",50.092926,14.330469,"P",,0,,1,,A,868,1,1
U868Z2P,"Vozovna Vokovice",50.093163,14.331470,"P",,0,,1,,B,868,2,1
U870Z1P,"Vychovatelna",50.119045,14.464630,"P",,0,,2,,A,870,1,1
U870Z2P,"Vychovatelna",50.119236,14.463839,"P",,0,,2,,B,870,2,1
U872Z1P,"Vypich",50.079842,14.347570,"P",,0,,1,,A,872,1,1
U872Z2P,"Vypich",50.079739,14.346678,"P",,0,,1,,B,872,2,1
U873Z1P,"Poštovská",50.110622,14.508335,"P",,0,,1,,A,873,1,1
U873Z2P,"Poštovská",50.110561,14.509474,"P",,0,,1,,B,873,2,1
U876Z1P,"Albertov",50.067245,14.421648,"P",,0,,1,,A,876,1,1
U876Z2P,"Albertov",50.068684,14.420452,"P",,0,,1,,B,876,2,1
U876Z4P,"Albertov",50.067822,14.420298,"P",,0,,1,,D,876,4,1
U878Z1P,"Výtoň",50.068123,14.415007,"P",,0,,1,,A,878,1,1
U878Z2P,"Výtoň",50.067673,14.414975,"P",,0,,1,,B,878,2,1
U878Z3P,"Výtoň",50.067631,14.416113,"P",,0,,2,,C,878,3,1
U878Z4P,"Výtoň",50.067516,14.416523,"P",,0,,2,,D,878,4,1
U889Z1P,"Zahradní Město",50.060780,14.505138,"P",,0,,2,,A,889,1,1
U889Z2P,"Zahradní Město",50.060566,14.505978,"P",,0,,2,,B,889,2,1
U900Z1P,"Zborov - Strašnické divadlo",50.077312,14.500311,"P",,0,,1,,A,900,1,1
U900Z2P,"Zborov - Strašnické divadlo",50.077282,14.501081,"P",,0,,1,,B,900,2,1
U901Z1P,"Zborovská",50.072399,14.408092,"P",,0,,2,,A,901,1,1
U901Z2P,"Zborovská",50.072430,14.407204,"P",,0,,2,,B,901,2,1
